Name;Class;Role;Tier;Score;Trend;Win %;Role %;Pick %;Ban %;KDA;Patch
Qiyana;Assassin;MID;B;43.04;-0.55;48.63%;79.01%;2.94%;1.13%;2.03;patch_13.7
Qiyana;Assassin;JUNGLE;D;20.22;-1.33;45.08%;15.27%;0.48%;1.13%;2.25;patch_13.7
Quinn;Marksman;MID;B;41.38;2.13;52.94%;11.09%;0.16%;0.53%;2.13;patch_13.7
Quinn;Marksman;TOP;C;38.88;-4.87;50.85%;75.39%;1.08%;0.51%;1.85;patch_13.7
Rakan;Support;SUPPORT;God;69.29;-6.72;51.87%;98.87%;8.78%;4.47%;2.85;patch_13.7
Rammus;Tank;JUNGLE;A;49.38;-0.6;51.51%;80.74%;2.60%;8.43%;3.1;patch_13.7
Rammus;Tank;TOP;D;29.51;-9.77;48.76%;15.50%;0.40%;8.93%;1.59;patch_13.7
Rek'Sai;Fighter;JUNGLE;C;36.05;-2.19;49.69%;94.38%;1.41%;0.80%;2.51;patch_13.7
Rell;Tank;SUPPORT;B;46.01;1.17;52.42%;98.61%;1.36%;0.28%;2.47;patch_13.7
Renata Glasc;Support;SUPPORT;B;45.43;0.23;50.70%;98.95%;2.01%;0.76%;2.68;patch_13.7
Renekton;Fighter;TOP;B;47.14;0.64;48.23%;84.47%;3.59%;2.11%;1.77;patch_13.7
Renekton;Fighter;MID;C;38.48;-0.73;51.02%;13.40%;0.58%;2.11%;1.97;patch_13.7
Rengar;Assassin;JUNGLE;B;45.41;1.03;48.97%;77.04%;3.99%;8.60%;2.31;patch_13.7
Rengar;Assassin;TOP;C;37.82;-0.17;49.97%;18.95%;1.05%;8.60%;1.89;patch_13.7
Riven;Fighter;TOP;S;57.59;2.75;49.42%;89.16%;4.97%;1.96%;1.82;patch_13.7
Rumble;Fighter;MID;B;42.8;-0.96;50.67%;39.82%;1.28%;1.37%;2.43;patch_13.7
Rumble;Fighter;TOP;C;36.52;-6.43;47.88%;47.98%;1.50%;1.37%;2.05;patch_13.7
Ryze;Mage;MID;C;39.52;-0.8;48.31%;83.34%;1.81%;0.30%;2.28;patch_13.7
Ryze;Mage;TOP;C;35.75;-6.59;50.92%;14.15%;0.32%;0.30%;2.0;patch_13.7
Samira;Marksman;ADC;A;47.54;0.17;50.06%;97.82%;6.64%;16.42%;2.23;patch_13.7
Sejuani;Tank;JUNGLE;B;46.76;-4.42;49.36%;81.39%;3.33%;1.13%;3.12;patch_13.7
Sejuani;Tank;TOP;C;37.35;-2.72;50.33%;11.52%;0.43%;1.20%;2.35;patch_13.7
Senna;Marksman;SUPPORT;S;67.85;0.76;51.04%;92.74%;9.36%;4.15%;2.56;patch_13.7
Seraphine;Mage;ADC;A;48.09;4.71;54.82%;22.71%;1.10%;1.30%;3.02;patch_13.7
Seraphine;Mage;SUPPORT;B;45.42;-4.45;48.29%;67.08%;3.95%;1.30%;2.39;patch_13.7
Sett;Fighter;TOP;S;66.33;7.71;50.08%;83.15%;6.28%;3.80%;1.71;patch_13.7
Shaco;Assassin;JUNGLE;S;58.39;0.62;48.36%;77.66%;5.88%;18.23%;2.65;patch_13.7
Shaco;Assassin;SUPPORT;C;39.72;0.08;49.54%;15.51%;1.14%;18.23%;2.21;patch_13.7
Shen;Tank;TOP;S;64.91;2.55;52.26%;84.32%;4.01%;0.84%;2.99;patch_13.7
Shyvana;Fighter;JUNGLE;C;37.69;-3.96;50.04%;80.72%;1.70%;0.46%;2.46;patch_13.7
Shyvana;Fighter;TOP;D;27.14;-12.6;47.18%;11.85%;0.24%;0.50%;1.9;patch_13.7
Singed;Tank;MID;A;49.83;-1.58;55.00%;15.26%;0.40%;0.56%;2.86;patch_13.7
Singed;Tank;TOP;B;46.89;-3.0;52.47%;74.71%;1.71%;0.56%;2.06;patch_13.7
Sion;Tank;TOP;God;72.02;4.74;50.96%;81.62%;7.03%;4.16%;1.67;patch_13.7
Sion;Tank;MID;D;34.67;0.0;50.07%;10.22%;0.81%;4.16%;1.39;patch_13.7
Sivir;Marksman;ADC;C;41.25;1.64;50.08%;97.75%;4.11%;0.85%;2.45;patch_13.7
Skarner;Fighter;JUNGLE;C;40.55;1.24;52.14%;77.23%;0.83%;0.18%;2.75;patch_13.7
Skarner;Fighter;TOP;D;26.36;-9.86;46.52%;18.12%;0.16%;0.18%;2.06;patch_13.7
Sona;Support;SUPPORT;A;51.57;0.54;52.12%;97.33%;2.92%;0.18%;2.9;patch_13.7
Soraka;Support;SUPPORT;A;53.18;-0.55;51.19%;95.89%;4.28%;1.41%;2.72;patch_13.7
Swain;Mage;MID;B;43.49;-0.76;50.94%;21.01%;0.99%;3.03%;2.67;patch_13.7
Swain;Mage;SUPPORT;B;41.37;-3.72;47.30%;59.99%;3.33%;2.80%;2.25;patch_13.7
Swain;Mage;ADC;C;40.98;0.0;52.10%;10.12%;0.37%;3.03%;2.97;patch_13.7
Sylas;Mage;MID;S;68.61;3.84;49.84%;54.11%;7.97%;13.48%;2.13;patch_13.7
Sylas;Mage;JUNGLE;A;52.22;2.09;49.43%;33.93%;4.86%;13.48%;2.46;patch_13.7
Syndra;Mage;MID;A;53.9;2.87;50.34%;92.02%;4.59%;2.30%;2.29;patch_13.7
Tahm Kench;Support;TOP;A;48.99;-1.14;51.78%;56.03%;1.87%;3.40%;2.43;patch_13.7
Tahm Kench;Support;SUPPORT;C;36.26;-0.2;48.26%;34.37%;0.88%;3.40%;2.34;patch_13.7
Taliyah;Mage;MID;B;43.1;1.2;50.97%;66.64%;1.40%;0.40%;2.3;patch_13.7
Taliyah;Mage;JUNGLE;D;31.39;-8.05;49.05%;20.83%;0.46%;0.40%;2.64;patch_13.7
Talon;Assassin;MID;A;48.69;-0.72;50.13%;68.50%;3.42%;2.21%;2.21;patch_13.7
Talon;Assassin;JUNGLE;D;33.14;-2.96;48.54%;26.95%;1.37%;2.21%;2.47;patch_13.7
Taric;Support;SUPPORT;A;48.25;0.24;52.71%;89.54%;1.52%;0.33%;2.79;patch_13.7
Teemo;Marksman;TOP;S;57.67;3.23;50.35%;72.48%;4.38%;6.86%;1.73;patch_13.7
Thresh;Support;SUPPORT;God;92.06;0.46;50.24%;98.05%;16.84%;9.39%;2.57;patch_13.7
Tristana;Marksman;ADC;B;46.35;-0.49;50.62%;70.63%;6.27%;3.76%;2.33;patch_13.7
Tristana;Marksman;MID;B;44.13;-0.56;51.35%;25.58%;1.83%;3.76%;2.02;patch_13.7
Trundle;Fighter;JUNGLE;D;35.15;-4.53;49.44%;67.75%;1.27%;0.70%;2.56;patch_13.7
Trundle;Fighter;TOP;D;25.76;-6.63;47.18%;25.16%;0.45%;0.72%;1.49;patch_13.7
Tryndamere;Fighter;TOP;B;41.91;-4.35;49.29%;78.29%;2.30%;2.16%;1.74;patch_13.7
Tryndamere;Fighter;MID;C;39.3;-1.18;51.65%;12.91%;0.37%;2.16%;2.05;patch_13.7
Twisted Fate;Mage;MID;B;43.57;-0.02;48.99%;90.61%;2.51%;0.18%;2.33;patch_13.7
Twitch;Marksman;ADC;B;46.5;1.32;51.68%;70.93%;4.94%;6.73%;2.42;patch_13.7
Twitch;Marksman;SUPPORT;D;32.34;2.55;46.11%;19.70%;1.37%;6.73%;1.97;patch_13.7
Udyr;Fighter;JUNGLE;B;46.36;-1.2;50.57%;83.49%;3.20%;5.01%;2.58;patch_13.7
Udyr;Fighter;TOP;D;29.25;-8.14;47.97%;14.46%;0.54%;5.01%;1.69;patch_13.7
Urgot;Fighter;TOP;B;44.89;-6.91;49.70%;88.20%;2.51%;1.10%;1.92;patch_13.7
Varus;Marksman;ADC;B;46.1;-2.36;49.83%;86.58%;7.04%;1.74%;2.36;patch_13.7
Vayne;Marksman;ADC;A;47.38;0.55;50.79%;77.97%;7.07%;5.76%;2.14;patch_13.7
Vayne;Marksman;TOP;C;39.57;-5.16;50.52%;18.83%;1.55%;5.76%;1.58;patch_13.7
Veigar;Mage;MID;S;61.75;-2.8;51.48%;69.22%;5.78%;7.12%;2.29;patch_13.7
Veigar;Mage;ADC;C;41.03;0.43;52.58%;20.09%;1.53%;7.12%;2.42;patch_13.7
Vel'Koz;Mage;MID;B;44.41;4.29;51.98%;28.70%;0.76%;0.53%;2.65;patch_13.7
Vel'Koz;Mage;SUPPORT;B;42.63;-2.25;50.40%;65.75%;1.94%;0.53%;2.16;patch_13.7
Vex;Mage;MID;A;51.26;-3.09;50.12%;93.51%;3.76%;4.70%;2.4;patch_13.7
Vi;Fighter;JUNGLE;S;62.9;1.89;51.67%;95.41%;6.63%;4.42%;2.5;patch_13.7
Viego;Assassin;JUNGLE;S;61.37;1.29;49.94%;93.29%;7.37%;2.55%;2.47;patch_13.7
Viktor;Mage;MID;S;57.06;1.13;51.15%;94.97%;5.00%;3.12%;2.28;patch_13.7
Vladimir;Mage;MID;S;57.11;2.47;51.34%;77.26%;4.62%;6.55%;2.38;patch_13.7
Vladimir;Mage;TOP;C;40.64;-3.7;50.43%;21.18%;1.21%;6.55%;2.09;patch_13.7
Volibear;Fighter;JUNGLE;B;42.41;3.11;51.49%;45.06%;1.80%;0.89%;2.63;patch_13.7
Volibear;Fighter;TOP;C;35.78;-3.81;47.61%;49.91%;1.95%;0.89%;1.63;patch_13.7
Warwick;Fighter;JUNGLE;A;48.43;-1.98;49.92%;61.52%;4.35%;6.03%;2.18;patch_13.7
Warwick;Fighter;TOP;B;41.33;-2.69;49.97%;35.01%;1.84%;6.03%;1.75;patch_13.7
Wukong;Fighter;JUNGLE;S;56.96;-3.04;51.32%;84.59%;5.00%;5.42%;2.75;patch_13.7
Wukong;Fighter;TOP;D;28.52;-9.41;46.32%;12.09%;0.68%;5.42%;1.97;patch_13.7
Xayah;Marksman;ADC;S;63.46;-11.68;50.77%;99.09%;12.43%;13.74%;2.42;patch_13.7
Xerath;Mage;SUPPORT;A;50.46;1.94;50.78%;72.10%;3.76%;3.50%;2.55;patch_13.7
Xerath;Mage;MID;B;45.47;-0.55;50.30%;24.68%;1.21%;3.50%;3.12;patch_13.7
Xin Zhao;Fighter;JUNGLE;B;43.72;-1.6;50.93%;87.49%;2.89%;0.52%;2.31;patch_13.7
Yasuo;Fighter;MID;God;86.03;-0.99;48.91%;73.07%;11.99%;18.90%;1.71;patch_13.7
Yasuo;Fighter;TOP;C;39.56;-3.51;46.36%;16.15%;2.63%;18.90%;1.47;patch_13.7
Yone;Assassin;MID;S;59.39;-1.64;48.72%;61.62%;7.02%;7.99%;1.84;patch_13.7
Yone;Assassin;TOP;B;47.15;-0.66;47.91%;34.22%;3.65%;7.99%;1.6;patch_13.7
Yorick;Fighter;TOP;A;47.47;-0.08;50.96%;90.68%;2.94%;3.91%;1.45;patch_13.7
Yuumi;Support;SUPPORT;God;75.36;0.95;49.36%;98.99%;8.85%;18.31%;4.46;patch_13.7
Zac;Tank;JUNGLE;A;55.44;1.05;51.97%;71.83%;3.29%;4.35%;3.55;patch_13.7
Zac;Tank;TOP;B;45.58;-2.81;52.46%;14.55%;0.70%;4.35%;2.72;patch_13.7
Zed;Assassin;MID;God;89.48;1.29;49.80%;77.87%;9.89%;32.28%;2.23;patch_13.7
Zed;Assassin;JUNGLE;D;32.14;-3.62;45.64%;15.17%;1.92%;32.28%;2.4;patch_13.7
Zeri;Marksman;ADC;A;52.62;-1.57;50.46%;97.09%;8.32%;8.14%;2.54;patch_13.7
Ziggs;Mage;MID;B;44.11;2.83;50.91%;56.50%;1.49%;0.31%;2.46;patch_13.7
Ziggs;Mage;ADC;C;39.6;2.62;52.37%;30.28%;0.73%;0.31%;2.54;patch_13.7
Ziggs;Mage;SUPPORT;D;32.12;2.69;47.72%;12.45%;0.34%;0.33%;1.97;patch_13.7
Zilean;Support;MID;A;49.46;-0.34;53.33%;12.79%;0.33%;0.81%;3.44;patch_13.7
Zilean;Support;SUPPORT;A;47.65;0.89;50.85%;82.93%;2.22%;0.81%;3.02;patch_13.7
Zoe;Mage;MID;A;48.96;0.38;49.95%;86.61%;3.07%;2.13%;2.58;patch_13.7
Zoe;Mage;SUPPORT;C;36.76;3.61;49.66%;11.76%;0.38%;1.98%;2.17;patch_13.7
Zyra;Mage;SUPPORT;A;47.61;0.43;51.25%;91.68%;3.12%;2.15%;2.11;patch_13.7
Aatrox;Fighter;TOP;S;62.23;11.4;48.79%;92.41%;5.48%;4.94%;1.87;patch_13.8
Ahri;Mage;MID;God;83.44;-1.2;51.26%;95.98%;12.28%;6.24%;2.65;patch_13.8
Akali;Assassin;MID;A;50.82;-2.46;47.15%;73.91%;5.00%;8.34%;2.27;patch_13.8
Akali;Assassin;TOP;D;33.13;-4.46;47.08%;25.00%;1.69%;8.34%;1.96;patch_13.8
Akshan;Marksman;MID;A;51.8;-0.16;51.91%;66.79%;2.95%;6.58%;2.25;patch_13.8
Akshan;Marksman;TOP;C;38.62;-4.25;51.50%;25.16%;1.08%;6.58%;1.98;patch_13.8
Alistar;Tank;SUPPORT;A;48.56;0.96;50.67%;92.00%;3.16%;0.91%;2.46;patch_13.8
Amumu;Tank;JUNGLE;A;54.14;13.0;52.35%;62.75%;4.05%;3.33%;2.81;patch_13.8
Amumu;Tank;SUPPORT;B;44.6;4.18;51.23%;35.62%;1.94%;3.33%;2.08;patch_13.8
Anivia;Mage;MID;A;51.19;-1.98;51.79%;79.46%;2.03%;3.18%;2.83;patch_13.8
Anivia;Mage;SUPPORT;D;31.11;3.66;46.54%;12.70%;0.31%;3.09%;2.18;patch_13.8
Annie;Mage;MID;S;55.97;2.11;53.17%;70.55%;3.37%;3.32%;2.45;patch_13.8
Annie;Mage;SUPPORT;B;43.93;2.17;51.36%;24.63%;1.22%;3.32%;2.42;patch_13.8
Aphelios;Marksman;ADC;A;53.26;8.62;48.10%;98.26%;12.65%;2.83%;2.03;patch_13.8
Ashe;Marksman;ADC;B;44.35;-1.69;50.45%;71.03%;6.03%;1.69%;2.34;patch_13.8
Ashe;Marksman;SUPPORT;C;39.97;2.41;48.53%;25.99%;2.08%;1.69%;2.11;patch_13.8
Aurelion Sol;Mage;MID;S;67.74;1.99;51.85%;88.56%;6.52%;15.45%;2.63;patch_13.8
Azir;Mage;MID;C;38.1;3.33;47.77%;89.07%;1.46%;0.34%;1.99;patch_13.8
Bard;Support;SUPPORT;B;44.33;1.09;49.29%;96.59%;2.07%;0.34%;2.91;patch_13.8
Bel'Veth;Fighter;JUNGLE;S;55.8;4.71;51.81%;90.93%;5.09%;8.60%;2.42;patch_13.8
Blitzcrank;Tank;SUPPORT;God;72.58;0.13;50.95%;97.14%;8.35%;25.04%;2.39;patch_13.8
Brand;Mage;SUPPORT;B;42.9;-2.93;49.06%;75.20%;3.03%;3.59%;1.78;patch_13.8
Brand;Mage;MID;C;38.88;4.25;49.50%;17.07%;0.72%;3.94%;1.99;patch_13.8
Braum;Support;SUPPORT;B;45.9;-0.22;49.98%;98.40%;2.37%;0.36%;2.75;patch_13.8
Caitlyn;Marksman;ADC;A;53.24;-0.34;49.16%;95.28%;10.60%;9.04%;2.14;patch_13.8
Camille;Fighter;TOP;A;51.3;-0.78;49.94%;93.63%;3.60%;1.98%;1.92;patch_13.8
Cassiopeia;Mage;MID;A;50.15;-1.62;51.88%;77.74%;2.65%;3.37%;2.18;patch_13.8
Cassiopeia;Mage;TOP;C;37.09;-2.61;52.71%;14.89%;0.51%;3.37%;1.97;patch_13.8
Cho'Gath;Tank;TOP;S;55.59;-3.77;51.88%;64.39%;3.40%;1.76%;2.12;patch_13.8
Cho'Gath;Tank;MID;B;45.48;2.42;51.97%;19.86%;0.85%;1.76%;2.39;patch_13.8
Corki;Marksman;MID;C;36.47;-4.78;47.52%;89.39%;0.76%;0.16%;2.19;patch_13.8
Darius;Fighter;TOP;God;87.48;5.71;48.82%;93.10%;7.71%;19.69%;1.82;patch_13.8
Diana;Fighter;JUNGLE;B;46.13;-2.04;49.73%;66.09%;3.95%;2.45%;2.39;patch_13.8
Diana;Fighter;MID;B;44.0;1.02;50.08%;31.35%;1.93%;2.45%;2.06;patch_13.8
Dr. Mundo;Marksman;TOP;S;56.12;0.87;53.24%;85.25%;3.13%;3.21%;1.95;patch_13.8
Draven;Fighter;ADC;B;46.21;0.69;50.51%;95.39%;5.83%;20.78%;2.12;patch_13.8
Ekko;Assassin;JUNGLE;A;53.76;-4.19;50.59%;67.74%;5.06%;4.28%;2.71;patch_13.8
Ekko;Assassin;MID;B;45.75;0.63;49.97%;29.51%;2.21%;4.28%;2.24;patch_13.8
Elise;Mage;JUNGLE;B;43.58;-1.51;49.88%;94.88%;2.56%;4.10%;2.74;patch_13.8
Evelynn;Assassin;JUNGLE;A;54.64;2.34;51.42%;97.87%;4.15%;10.35%;2.99;patch_13.8
Ezreal;Marksman;ADC;God;76.88;2.4;49.30%;94.72%;19.96%;6.78%;2.43;patch_13.8
Fiddlesticks;Mage;JUNGLE;A;51.49;0.58;52.34%;81.25%;3.31%;4.06%;2.8;patch_13.8
Fiddlesticks;Mage;SUPPORT;C;39.73;0.49;51.11%;14.73%;0.51%;3.95%;2.02;patch_13.8
Fiora;Fighter;TOP;S;67.96;-0.69;50.48%;97.56%;5.35%;13.66%;1.7;patch_13.8
Fizz;Assassin;MID;S;59.76;-0.28;51.24%;95.59%;5.44%;7.15%;2.4;patch_13.8
Galio;Tank;MID;A;50.35;1.96;51.71%;79.65%;2.12%;0.44%;2.67;patch_13.8
Galio;Tank;SUPPORT;C;37.32;1.84;49.60%;16.16%;0.39%;0.42%;2.24;patch_13.8
Gangplank;Fighter;TOP;A;52.18;-1.11;48.83%;78.03%;3.94%;5.00%;1.94;patch_13.8
Gangplank;Fighter;MID;C;39.02;5.41;48.49%;20.49%;1.05%;5.00%;2.15;patch_13.8
Garen;Fighter;TOP;S;67.83;0.97;50.71%;85.43%;5.67%;1.75%;2.05;patch_13.8
Gnar;Fighter;TOP;C;39.73;-2.46;48.02%;96.11%;2.66%;0.46%;1.82;patch_13.8
Gragas;Fighter;JUNGLE;S;55.45;-4.62;50.02%;53.33%;5.23%;7.54%;2.95;patch_13.8
Gragas;Fighter;TOP;A;49.55;-1.38;49.15%;30.49%;3.10%;7.54%;2.15;patch_13.8
Gragas;Fighter;MID;B;42.32;-1.29;49.24%;12.17%;1.15%;7.54%;2.45;patch_13.8
Graves;Marksman;JUNGLE;A;49.92;-3.99;49.62%;86.39%;4.76%;1.92%;2.63;patch_13.8
Gwen;Fighter;TOP;A;50.0;-1.99;49.76%;90.07%;3.69%;1.83%;1.71;patch_13.8
Hecarim;Fighter;JUNGLE;S;63.56;-4.49;50.35%;98.83%;6.93%;15.71%;2.69;patch_13.8
Heimerdinger;Mage;MID;B;44.81;3.44;53.07%;22.44%;0.68%;1.93%;1.97;patch_13.8
Heimerdinger;Mage;SUPPORT;B;41.96;-0.7;50.90%;51.33%;1.44%;1.93%;1.97;patch_13.8
Heimerdinger;Mage;TOP;D;27.77;-10.7;49.76%;17.08%;0.50%;1.93%;1.6;patch_13.8
Illaoi;Fighter;TOP;S;63.0;1.02;51.50%;93.94%;4.69%;11.50%;1.45;patch_13.8
Irelia;Fighter;TOP;A;52.35;-1.89;49.27%;47.61%;3.83%;12.95%;1.59;patch_13.8
Irelia;Fighter;MID;A;50.03;-2.19;49.68%;50.68%;3.99%;12.95%;1.78;patch_13.8
Ivern;Support;JUNGLE;D;33.88;-1.64;46.86%;77.00%;0.81%;0.35%;3.31;patch_13.8
Ivern;Support;SUPPORT;D;26.12;3.52;43.80%;13.15%;0.14%;0.33%;2.37;patch_13.8
Janna;Support;SUPPORT;S;56.71;0.03;52.38%;97.99%;3.84%;0.70%;3.22;patch_13.8
Jarvan IV;Tank;JUNGLE;S;66.88;-10.28;52.43%;92.33%;6.52%;8.20%;3.32;patch_13.8
Jax;Fighter;TOP;God;87.88;3.0;51.39%;84.32%;7.52%;15.78%;1.7;patch_13.8
Jax;Fighter;JUNGLE;C;38.29;3.94;50.70%;13.30%;1.25%;15.04%;2.21;patch_13.8
Jayce;Fighter;TOP;S;66.05;-1.4;49.66%;76.12%;5.81%;4.33%;1.79;patch_13.8
Jayce;Fighter;MID;B;44.95;-0.91;50.97%;21.84%;1.60%;4.33%;2.12;patch_13.8
Jhin;Marksman;ADC;S;60.87;1.0;50.98%;95.76%;11.17%;2.62%;2.89;patch_13.8
Jinx;Marksman;ADC;God;91.93;-1.83;51.44%;98.98%;23.13%;12.38%;2.35;patch_13.8
K'Sante;Fighter;TOP;S;64.53;5.99;46.30%;84.34%;6.49%;5.27%;1.91;patch_13.8
K'Sante;Fighter;MID;D;31.93;0.0;44.76%;13.60%;1.13%;5.27%;1.97;patch_13.8
Kai'Sa;Marksman;ADC;S;64.71;2.81;50.14%;92.58%;14.88%;2.26%;2.44;patch_13.8
Kalista;Marksman;ADC;D;29.03;-2.38;48.10%;86.39%;1.82%;0.47%;2.18;patch_13.8
Karma;Mage;SUPPORT;A;52.82;-0.51;47.97%;88.51%;6.00%;1.64%;2.63;patch_13.8
Karthus;Mage;MID;B;43.3;0.0;51.80%;10.02%;0.37%;4.79%;2.3;patch_13.8
Karthus;Mage;ADC;C;40.69;-3.0;53.92%;32.28%;1.39%;4.79%;2.31;patch_13.8
Karthus;Mage;JUNGLE;C;39.51;1.2;49.55%;50.54%;1.98%;4.79%;2.47;patch_13.8
Kassadin;Assassin;MID;C;41.59;-0.32;47.92%;96.47%;1.74%;4.71%;2.42;patch_13.8
Katarina;Assassin;MID;God;68.97;-7.76;49.63%;95.57%;8.40%;15.58%;2.28;patch_13.8
Kayle;Fighter;TOP;God;72.3;20.87;52.01%;85.69%;6.06%;3.07%;1.83;patch_13.8
Kayle;Fighter;MID;B;46.05;5.98;52.95%;11.94%;0.81%;3.07%;2.18;patch_13.8
Kayn;Fighter;JUNGLE;God;68.4;-7.46;50.38%;90.41%;9.05%;10.95%;2.41;patch_13.8
Kennen;Mage;TOP;A;48.18;-2.13;50.02%;79.56%;3.01%;2.34%;1.99;patch_13.8
Kennen;Mage;MID;B;43.59;0.94;51.37%;16.79%;0.61%;2.34%;2.37;patch_13.8
Kha'Zix;Assassin;JUNGLE;God;95.96;7.74;52.13%;99.11%;13.03%;19.93%;2.7;patch_13.8
Kindred;Marksman;JUNGLE;A;48.17;-1.62;50.19%;95.18%;4.30%;5.15%;2.25;patch_13.8
Kled;Fighter;TOP;A;50.57;-1.47;52.88%;88.21%;2.20%;1.62%;2.24;patch_13.8
Kog'Maw;Marksman;ADC;B;42.64;-1.21;52.58%;90.06%;3.61%;1.35%;2.28;patch_13.8
LeBlanc;Assassin;MID;A;53.27;-2.6;47.97%;90.49%;4.58%;8.38%;2.75;patch_13.8
Lee Sin;Fighter;JUNGLE;God;76.26;-15.65;47.93%;92.10%;12.39%;8.21%;2.66;patch_13.8
Leona;Tank;SUPPORT;A;53.23;-1.88;50.38%;98.59%;4.87%;3.94%;2.35;patch_13.8
Lillia;Fighter;JUNGLE;A;50.45;-8.37;51.70%;88.87%;3.42%;2.14%;2.82;patch_13.8
Lissandra;Mage;MID;A;51.76;-1.11;50.35%;94.44%;3.68%;1.63%;2.43;patch_13.8
Lucian;Marksman;ADC;B;46.65;0.7;50.33%;92.85%;7.28%;1.64%;2.29;patch_13.8
Lulu;Support;SUPPORT;God;70.03;2.83;49.07%;97.93%;9.72%;8.99%;2.92;patch_13.8
Lux;Mage;SUPPORT;God;78.05;-0.6;50.20%;69.35%;11.32%;11.67%;2.41;patch_13.8
Lux;Mage;MID;S;58.93;-1.8;51.19%;27.73%;4.21%;11.67%;2.87;patch_13.8
Malphite;Tank;TOP;God;92.66;-2.16;52.13%;72.96%;6.99%;18.63%;2.45;patch_13.8
Malphite;Tank;MID;A;47.81;1.74;51.78%;12.57%;1.20%;18.63%;2.55;patch_13.8
Malphite;Tank;SUPPORT;D;32.92;0.0;46.43%;10.98%;1.06%;18.29%;1.97;patch_13.8
Malzahar;Mage;MID;A;55.25;1.57;52.23%;89.58%;3.81%;5.27%;2.29;patch_13.8
Maokai;Tank;SUPPORT;B;47.06;3.11;52.70%;37.40%;1.59%;1.04%;2.31;patch_13.8
Maokai;Tank;JUNGLE;B;46.53;0.33;51.92%;43.15%;1.83%;1.04%;3.07;patch_13.8
Maokai;Tank;TOP;C;40.72;-2.58;52.30%;18.37%;0.81%;1.04%;2.35;patch_13.8
Master Yi;Assassin;JUNGLE;God;78.37;6.08;51.73%;91.49%;9.59%;21.21%;2.16;patch_13.8
Milio;Support;SUPPORT;God;79.47;-2.66;51.91%;99.25%;9.74%;12.23%;3.52;patch_13.8
Miss Fortune;Marksman;ADC;A;49.48;-0.13;50.54%;87.41%;8.46%;2.18%;2.19;patch_13.8
Miss Fortune;Marksman;SUPPORT;D;27.99;0.0;44.38%;10.07%;0.84%;2.18%;2.01;patch_13.8
Mordekaiser;Fighter;TOP;God;83.65;1.81;50.81%;84.82%;7.10%;12.93%;1.86;patch_13.8
Morgana;Mage;SUPPORT;S;64.38;-0.15;49.83%;89.82%;6.25%;26.83%;2.42;patch_13.8
Nami;Support;SUPPORT;S;56.74;2.05;50.18%;99.51%;5.48%;0.73%;3.03;patch_13.8
Nasus;Fighter;TOP;S;60.56;2.67;51.27%;81.89%;4.44%;3.92%;1.9;patch_13.8
Nasus;Fighter;MID;C;40.26;-0.88;50.44%;10.24%;0.42%;3.92%;2.14;patch_13.8
Nautilus;Tank;SUPPORT;God;71.4;4.99;50.61%;82.68%;9.61%;13.03%;2.29;patch_13.8
Nautilus;Tank;MID;B;45.67;0.0;49.97%;13.57%;1.57%;13.03%;2.53;patch_13.8
Neeko;Mage;MID;S;56.45;11.78;50.90%;31.92%;4.08%;18.52%;2.41;patch_13.8
Neeko;Mage;SUPPORT;B;45.82;12.11;48.78%;25.36%;3.26%;18.52%;2.07;patch_13.8
Neeko;Mage;JUNGLE;C;36.77;0.0;43.04%;34.23%;4.09%;18.52%;2.58;patch_13.8
Nidalee;Assassin;JUNGLE;A;53.42;-0.45;48.01%;91.84%;5.88%;6.40%;2.88;patch_13.8
Nilah;Marksman;ADC;B;44.9;0.11;54.65%;96.26%;2.72%;4.81%;2.27;patch_13.8
Nocturne;Assassin;JUNGLE;A;54.31;-3.85;51.52%;92.97%;4.71%;5.01%;2.64;patch_13.8
Nunu;Tank;JUNGLE;B;44.18;-1.38;48.65%;90.84%;3.70%;1.21%;2.64;patch_13.8
Olaf;Fighter;TOP;A;51.67;-0.9;51.13%;88.19%;3.30%;5.05%;1.77;patch_13.8
Orianna;Mage;MID;B;47.26;-0.41;50.29%;91.81%;1.91%;0.18%;2.68;patch_13.8
Ornn;Tank;TOP;God;83.07;13.64;53.30%;94.49%;6.57%;2.27%;2.51;patch_13.8
Pantheon;Fighter;MID;A;54.64;-0.7;51.99%;36.95%;3.71%;6.18%;2.3;patch_13.8
Pantheon;Fighter;TOP;A;49.94;-2.72;50.43%;31.09%;2.97%;6.18%;2.04;patch_13.8
Pantheon;Fighter;SUPPORT;C;40.28;4.03;48.55%;23.18%;2.34%;6.18%;1.89;patch_13.8
Poppy;Tank;TOP;A;48.29;-2.22;50.86%;49.84%;2.57%;2.47%;2.17;patch_13.8
Poppy;Tank;JUNGLE;B;45.54;-1.24;51.44%;41.39%;2.15%;2.47%;2.83;patch_13.8
Pyke;Support;SUPPORT;S;64.33;0.7;49.24%;95.81%;8.33%;14.37%;2.17;patch_13.8
Qiyana;Assassin;MID;B;41.81;-1.23;47.55%;81.22%;2.71%;0.99%;2.03;patch_13.8
Qiyana;Assassin;JUNGLE;D;21.59;1.37;44.14%;12.94%;0.40%;0.99%;2.25;patch_13.8
Quinn;Marksman;MID;B;45.18;3.8;53.63%;13.08%;0.20%;0.56%;2.17;patch_13.8
Quinn;Marksman;TOP;C;37.89;-0.99;51.42%;76.36%;1.16%;0.54%;1.9;patch_13.8
